-98.683	27.065	1	#
-98.102	26.938	1	#
-98.068	26.463	1	#
-117.11	32.889	1	#
-107.79	32.532	1	#
-98.916	32.608	1	#
-98.079	32.573	1	#
-97.41	32.557	1	#
-96.53	32.475	1	#
-95.756	32.597	1	#
-95.089	32.66	1	#
-94.393	32.679	1	#
-93.574	32.641	1	#
-92.905	32.605	1	#
-91.946	32.549	1	#
-91.404	32.703	1	#
-112.81	31.956	1	#
-98.9	32.018	1	#
-98.137	32.004	1	#
-96.531	32	1	#
-95.808	32.002	1	#
-95.12	32.003	1	#
-94.471	32.018	1	#
-93.763	32.039	1	#
-92.919	32.023	1	#
-92.152	32.062	1	#
-91.483	31.88	1	#
-98.984	31.325	1	#
-98.238	31.332	1	#
-97.427	31.282	1	#
-96.844	31.387	1	#
-95.885	31.316	1	#
-95.311	31.357	1	#
-94.556	31.333	1	#
-93.89	31.417	1	#
-93.168	31.333	1	#
-92.325	31.375	1	#
-91.617	31.284	1	#
-99.091	30.754	1	#
-98.269	30.814	1	#
-97.585	30.783	1	#
-96.796	30.77	1	#
-96.139	30.829	1	#
-95.474	30.75	1	#
-94.766	30.794	1	#
-93.959	30.746	1	#
-93.19	30.75	1	#
-92.431	30.712	1	#
-91.781	30.764	1	#
-90.746	30.715	1	#
-90.338	30.73	1	#
-99.035	30.072	1	#
-98.475	30.028	1	#
-97.571	30.029	1	#
-97.065	30.076	1	#
-96.316	30.08	1	#
-95.49	30.222	1	#
-94.724	30.108	1	#
-93.98	30.209	1	#
-93.188	30.06	1	#
-92.551	30.125	1	#
-91.856	30.086	1	#
-91.161	30.11	1	#
-90.489	30.044	1	#
-99.177	29.459	1	#
-98.352	29.381	1	#
-97.774	29.388	1	#
-97.057	29.481	1	#
-96.332	29.439	1	#
-95.448	29.419	1	#
-99.294	28.719	1	#
-98.558	28.847	1	#
-97.808	28.855	1	#
-97.067	28.955	1	#
-96.44	28.764	1	#
-95.648	28.84	1	#
-99.974	28.284	1	#
-99.394	28.324	1	#
-98.552	28.125	1	#
-97.83	28.287	1	#
-99.275	27.613	1	#
-98.519	27.602	1	#
-97.309	27.421	1	#
-122.71	48.72	1	#
-103.11	48.939	1	#
-102.04	48.897	1	#
-101.24	48.953	1	#
-100.27	48.91	1	#
-99.232	48.923	1	#
-98.301	48.94	1	#
-97.189	48.932	1	#
-96.493	48.917	1	#
-95.39	48.937	1	#
-99.643	32.624	1	#
-122.1	48.264	1	#
-103.16	48.272	1	#
-102.23	48.376	1	#
-101.26	48.404	1	#
-100.36	48.449	1	#
-99.353	48.465	1	#
-98.329	48.45	1	#
-97.65	48.424	1	#
-96.536	48.395	1	#
-95.588	48.272	1	#
-94.65	48.486	1	#
-93.726	48.36	1	#
-98.15	41.408	1	#
-120.89	47.923	1	#
-103.26	47.712	1	#
-102.1	47.826	1	#
-101.5	47.714	1	#
-100.39	47.716	1	#
-98.478	47.703	1	#
-97.734	47.793	1	#
-96.528	47.825	1	#
-95.772	47.759	1	#
-94.911	47.65	1	#
-93.976	47.701	1	#
-92.838	47.758	1	#
-92.185	47.728	1	#
-91.273	47.717	1	#
-90.129	47.817	1	#
-123.09	47.535	1	#
-122.77	47.179	1	#
-103.32	47.151	1	#
-102.44	47.03	1	#
-101.53	47.108	1	#
-100.57	47.193	1	#
-99.596	47.06	1	#
-98.758	47.108	1	#
-97.723	47.048	1	#
-97.016	47.135	1	#
-95.845	47.14	1	#
-95.195	47.085	1	#
-94.053	47.081	1	#
-93.165	47.176	1	#
-92.426	47.158	1	#
-122.57	46.557	1	#
-103.4	46.501	1	#
-102.46	46.471	1	#
-101.56	46.429	1	#
-100.69	46.575	1	#
-99.642	46.568	1	#
-98.91	46.502	1	#
-97.888	46.558	1	#
-97.07	46.593	1	#
-96.005	46.504	1	#
-95.169	46.514	1	#
-94.404	46.557	1	#
-93.256	46.518	1	#
-92.4	46.566	1	#
-123.01	46.083	1	#
-121.46	45.885	1	#
-103.46	45.926	1	#
-102.67	45.851	1	#
-102.02	45.873	1	#
-100.8	45.849	1	#
-99.827	45.834	1	#
-99.025	45.836	1	#
-98.252	45.86	1	#
-97.126	45.87	1	#
-96.293	45.84	1	#
-95.258	45.795	1	#
-94.573	45.858	1	#
-93.524	45.862	1	#
-123.26	45.212	1	#
-121.32	45.242	1	#
-103.42	45.194	1	#
-102.6	45.294	1	#
-101.93	45.379	1	#
-100.92	45.075	1	#
-99.923	45.193	1	#
-99.145	45.129	1	#
-98.208	45.225	1	#
-97.499	45.255	1	#
-96.438	45.195	1	#
-95.638	45.242	1	#
-94.486	45.22	1	#
-93.751	45.234	1	#
-122.74	44.523	1	#
-110.58	44.395	1	#
-103.6	44.621	1	#
-102.77	44.617	1	#
-102.08	44.633	1	#
-101.02	44.675	1	#
-100.21	44.626	1	#
-98.477	44.48	1	#
-97.436	44.504	1	#
-96.743	44.681	1	#
-95.777	44.667	1	#
-94.831	44.699	1	#
-93.928	44.578	1	#
-92.918	44.581	1	#
-123.85	44.106	1	#
-123.35	43.697	1	#
-122.41	43.794	1	#
-121.34	44.339	1	#
-103.73	44.02	1	#
-102.86	44.031	1	#
-102.05	44.069	1	#
-101.17	44	1	#
-100.3	44.022	1	#
-99.426	43.914	1	#
-98.535	44.03	1	#
-97.464	44.027	1	#
-96.799	44.047	1	#
-95.86	44.039	1	#
-94.983	43.856	1	#
-94.014	44.019	1	#
-93.4	44.015	1	#
-92.331	44.041	1	#
-123.93	43.161	1	#
-122.11	43.24	1	#
-121.23	43.285	1	#
-103.8	43.39	1	#
-103.08	43.313	1	#
-102.01	43.253	1	#
-101.24	43.424	1	#
-100.33	43.406	1	#
-99.492	43.325	1	#
-98.74	43.291	1	#
-97.848	43.372	1	#
-96.967	43.319	1	#
-95.958	43.284	1	#
-95.208	43.365	1	#
-94.34	43.329	1	#
-93.553	43.31	1	#
-92.475	43.319	1	#
-123.67	42.696	1	#
-121.75	42.625	1	#
-106.52	42.651	1	#
-101.37	42.714	1	#
-100.32	42.761	1	#
-99.613	42.674	1	#
-98.755	42.623	1	#
-97.972	42.66	1	#
-97.001	42.605	1	#
-96.096	42.687	1	#
-95.233	42.722	1	#
-94.451	42.638	1	#
-93.639	42.767	1	#
-92.771	42.647	1	#
-81.333	35.142	1	#
-102.63	39.011	1	#
-123.6	42.158	1	#
-122.3	42.218	1	#
-101.52	42.007	1	#
-100.48	42.064	1	#
-99.72	41.949	1	#
-98.839	42.176	1	#
-98.008	42.005	1	#
-97.272	42.166	1	#
-96.376	41.967	1	#
-95.545	42.112	1	#
-94.668	42.101	1	#
-93.755	42.125	1	#
-92.96	42.141	1	#
-122.85	41.392	1	#
-121.84	41.783	1	#
-101.37	41.396	1	#
-100.69	41.444	1	#
-99.872	41.537	1	#
-98.977	41.344	1	#
-97.195	41.573	1	#
-96.583	41.502	1	#
-95.695	41.467	1	#
-94.802	41.454	1	#
-94.058	41.403	1	#
-93.197	41.417	1	#
-79.665	41.508	1	#
-99.603	47.848	1	#
-102.77	33.97	1	#
-122.7	40.974	1	#
-105.94	40.895	1	#
-101.54	40.687	1	#
-100.63	40.819	1	#
-100.1	40.796	1	#
-98.954	40.824	1	#
-98.296	40.764	1	#
-97.451	40.738	1	#
-96.501	40.838	1	#
-95.642	40.861	1	#
-94.96	40.816	1	#
-94.21	40.758	1	#
-93.235	40.793	1	#
-92.502	40.878	1	#
-79.989	40.962	1	#
-75.77	40.917	1	#
-122.79	40.177	1	#
-121.8	40.295	1	#
-108.24	40.135	1	#
-101.77	40.126	1	#
-100.8	40.125	1	#
-100.06	40.179	1	#
-99.326	40.152	1	#
-98.276	40.261	1	#
-97.585	40.075	1	#
-96.694	40.183	1	#
-95.91	40.267	1	#
-94.965	40.132	1	#
-94.146	40.166	1	#
-93.473	40.121	1	#
-92.544	40.254	1	#
-91.874	40.121	1	#
-78.566	40.268	1	#
-101.75	39.573	1	#
-100.93	39.602	1	#
-100.25	39.544	1	#
-99.378	39.521	1	#
-98.601	39.622	1	#
-97.695	39.436	1	#
-96.827	39.547	1	#
-96.019	39.529	1	#
-95.206	39.62	1	#
-94.349	39.588	1	#
-93.532	39.625	1	#
-92.755	39.488	1	#
-92.048	39.53	1	#
-105.15	38.964	1	#
-101.83	39.062	1	#
-100.98	38.891	1	#
-100.22	38.977	1	#
-99.395	39.005	1	#
-98.56	38.991	1	#
-97.833	38.998	1	#
-96.941	38.921	1	#
-96.037	38.859	1	#
-95.461	38.961	1	#
-94.452	38.876	1	#
-93.618	38.961	1	#
-92.976	39.045	1	#
-92.075	38.995	1	#
-115.59	38.349	1	#
-101.81	38.342	1	#
-101.14	38.424	1	#
-100.28	38.284	1	#
-99.527	38.289	1	#
-98.711	38.422	1	#
-97.984	38.308	1	#
-97.247	38.301	1	#
-96.199	38.323	1	#
-95.504	38.324	1	#
-94.829	38.313	1	#
-93.906	38.187	1	#
-93.038	38.314	1	#
-92.268	38.291	1	#
-106.83	37.746	1	#
-101.9	37.59	1	#
-101.12	37.62	1	#
-100.46	37.64	1	#
-98.936	37.7	1	#
-98.002	37.594	1	#
-97.111	37.701	1	#
-96.319	37.682	1	#
-95.592	37.724	1	#
-94.828	37.76	1	#
-93.908	37.63	1	#
-93.323	37.691	1	#
-92.501	37.599	1	#
-87.097	40.379	1	#
-92.804	45.225	1	#
-98.956	44.443	1	#
-104.41	37.139	1	#
-101.29	37.157	1	#
-100.53	37.053	1	#
-99.677	37.098	1	#
-98.925	37.18	1	#
-98.244	37.082	1	#
-97.188	37.022	1	#
-96.512	36.916	1	#
-95.879	37.06	1	#
-94.918	37.123	1	#
-94.293	37.035	1	#
-93.377	37.024	1	#
-92.519	37.15	1	#
-83.59	31.439	1	#
-116.45	33.606	1	#
-95.792	35.91	1	#
-101.27	36.452	1	#
-100.65	36.53	1	#
-99.851	36.37	1	#
-99.001	36.38	1	#
-98.114	36.433	1	#
-97.535	36.437	1	#
-96.732	36.371	1	#
-95.733	36.393	1	#
-95.116	36.406	1	#
-94.386	36.439	1	#
-93.481	36.382	1	#
-92.853	36.356	1	#
-99.044	35.72	1	#
-98.286	35.821	1	#
-97.518	35.834	1	#
-96.838	35.763	1	#
-95.942	35.786	1	#
-95.141	35.883	1	#
-94.408	35.863	1	#
-93.645	35.839	1	#
-92.823	35.804	1	#
-109.74	35.118	1	#
-99.246	35.124	1	#
-98.469	35.152	1	#
-97.773	35.235	1	#
-96.874	35.153	1	#
-96.226	35.139	1	#
-95.432	35.139	1	#
-94.518	35.07	1	#
-93.784	35.196	1	#
-93.069	35.192	1	#
-97.456	31.991	1	#
-99.285	34.421	1	#
-98.501	34.541	1	#
-97.833	34.601	1	#
-96.973	34.4	1	#
-96.352	34.57	1	#
-95.371	34.589	1	#
-94.829	34.669	1	#
-94.114	34.511	1	#
-92.834	34.487	1	#
-114.52	33.75	1	#
-106.92	34.074	1	#
-98.626	34.008	1	#
-97.757	33.957	1	#
-97.037	33.906	1	#
-96.285	33.9	1	#
-95.621	33.979	1	#
-94.731	33.928	1	#
-94.094	33.938	1	#
-93.28	34.012	1	#
-98.765	33.286	1	#
-97.916	33.371	1	#
-97.253	33.331	1	#
-96.434	33.27	1	#
-95.623	33.198	1	#
-94.985	33.26	1	#
-94.182	33.242	1	#
-93.4	33.258	1	#
-92.803	33.258	1	#
